UNITID,EFALEVEL,EFTOTLT,EFTOTLM,EFTOTLW
146685,1,7020,2955,4065
146700,1,617,473,144
146719,1,15957,5771,10186
146728,1,261,137,124
146755,1,234,25,209
146791,1,209,104,105
146807,1,62,6,56
146816,1,215,41,174
146825,1,571,251,320
146977,1,207,106,101
147004,1,7023,3183,3840
147013,1,3027,1230,1797
147031,1,84,31,53
147129,1,508,64,444
147165,1,543,111,432
147244,1,2261,933,1328
147341,1,1255,568,687
147369,1,3709,2095,1614
147378,1,16106,7668,8438
147396,1,103,94,9
147411,1,4886,1987,2899
147439,1,86,5,81
147536,1,4814,946,3868
147590,1,786,332,454
147642,1,78,3,75
147660,1,3048,1384,1664
147679,1,3136,1119,2017
147697,1,205,132,73
147703,1,21138,10262,10876
147749,1,430,95,335
147767,1,21592,11489,10103
147776,1,10821,4701,6120
147800,1,10866,5288,5578
147819,1,70,1,69
147828,1,4579,1484,3095
147916,1,8437,4087,4350
147970,1,179,17,162
148007,1,5064,2088,2976
148016,1,508,235,273
148098,1,49,3,46
148131,1,1455,609,846
148140,1,200,102,98
148177,1,2322,1037,1285
148256,1,2714,1174,1540
148292,1,3340,1297,2043
148335,1,3233,1563,1670
148380,1,8150,3560,4590
148399,1,484,80,404
148405,1,1230,452,778
148487,1,6130,2115,4015
148496,1,3470,1043,2427
148511,1,2280,606,1674
148575,1,701,70,631
148584,1,3764,932,2832
148593,1,124,12,112
148627,1,4252,1276,2976
148654,1,5137,2525,2612
148672,1,2220,896,1324
148724,1,30,13,17
148821,1,1834,741,1093
148849,1,97,57,40
148876,1,1607,354,1253
148885,1,233,222,11
148937,1,1930,780,1150
148955,1,64,4,60
148982,1,219,75,144
148991,1,1784,741,1043
149028,1,291,26,265
149204,1,45,0,45
149222,1,17964,9644,8320
149231,1,13850,6332,7518
149310,1,257,152,105
149329,1,77,77,0
149365,1,5212,1757,3455
149499,1,14,0,14
149505,1,1380,482,898
149514,1,2125,1355,770
149532,1,11225,4953,6272
149550,1,189,9,180
149639,1,178,91,87
149727,1,10721,4747,5974
149763,1,462,60,402
149772,1,11707,5798,5909
149781,1,2993,1412,1581
149842,1,14830,6640,8190
150048,1,424,181,243
150066,1,2442,1060,1382
150075,1,9,0,9
150136,1,20503,8210,12293
150145,1,1804,634,1170
150163,1,4827,1939,2888
150172,1,1140,635,505
150215,1,188,67,121
150251,1,265,17,248
150288,1,301,268,33
150303,1,182,5,177
150400,1,2304,1045,1259
150428,1,53,2,51
150437,1,77,0,77
150455,1,1159,519,640
150534,1,2630,1086,1544
150604,1,1014,502,512
150668,1,888,368,520
150677,1,1904,848,1056
150695,1,70,2,68
150710,1,108,59,49
150756,1,1163,499,664
150765,1,86,3,83
150774,1,524,329,195
150853,1,116,5,111
150941,1,1124,475,649
150987,1,98778,40884,57894
151102,1,13459,6042,7417
151111,1,30488,13273,17215
151166,1,3726,681,3045
151263,1,5452,1696,3756
151290,1,6307,2456,3851
151306,1,9902,3824,6078
151324,1,12448,5588,6860
151333,1,4178,1503,2675
151342,1,8073,3138,4935
151351,1,46817,23141,23676
151360,1,6387,2124,4263
151379,1,6733,2782,3951
151388,1,4456,1563,2893
151458,1,406,95,311
151467,1,399,81,318
151494,1,525,360,165
151500,1,283,174,109
151519,1,4397,2804,1593
151537,1,40,3,37
151564,1,39,0,39
151607,1,82,1,81
151616,1,619,139,480
151625,1,290,60,230
151652,1,194,15,179
151661,1,1240,1208,32
151777,1,1349,627,722
151786,1,2714,999,1715
151801,1,14959,5075,9884
151810,1,506,157,349
151829,1,96,4,92
151865,1,101,50,51
151874,1,62,27,35
151944,1,423,86,337
151962,1,63,34,29
152044,1,87,27,60
152080,1,12124,6650,5474
152099,1,2418,959,1459
152150,1,37,2,35
152220,1,81,6,75
152248,1,9422,4020,5402
152266,1,6102,2456,3646
152275,1,187,60,127
152309,1,51,6,45
152318,1,2302,1803,499
152327,1,39,5,34
152336,1,2381,686,1695
152363,1,1163,483,680
152381,1,887,40,847
152390,1,1479,0,1479
152415,1,366,33,333
152451,1,246,203,43
152497,1,269,8,261
152530,1,2245,1000,1245
152567,1,1875,1216,659
152600,1,4508,2144,2364
152628,1,89,1,88
152637,1,18383,10203,8180
152673,1,902,902,0
152798,1,581,40,541
152822,1,1019,453,566
152992,1,1174,486,688
153001,1,2399,805,1594
153074,1,122,4,118
153083,1,192,4,188
153092,1,11,6,5
153108,1,1386,654,732
153126,1,1225,399,826
153144,1,1419,650,769
153162,1,1125,506,619
153171,1,34,1,33
153214,1,20167,9304,10863
153241,1,90,58,32
153250,1,1430,772,658
153269,1,5139,2143,2996
153278,1,2023,1142,881
153296,1,1034,516,518
153302,1,187,94,93
153311,1,8694,3739,4955
153320,1,267,142,125
153339,1,21,1,20
153366,1,2286,759,1527
153375,1,2129,894,1235
153384,1,1721,791,930
153409,1,228,39,189
153418,1,512,104,408
153427,1,177,99,78
153445,1,5809,2498,3311
153463,1,32,0,32
153472,1,4604,2057,2547
153524,1,5697,2904,2793
153533,1,2574,1167,1407
153542,1,17,3,14
153588,1,21,18,3
153597,1,150,6,144
153603,1,32955,18466,14489
153621,1,599,217,382
153630,1,6861,2893,3968
153658,1,29748,14372,15376
153737,1,15076,7500,7576
153746,1,92,5,87
153764,1,100,6,94
153773,1,103,3,100
153782,1,84,3,81
153825,1,1621,827,794
153834,1,2466,1066,1400
153861,1,1136,785,351
153922,1,2101,838,1263
153977,1,831,123,708
154004,1,2542,840,1702
154013,1,1761,542,1219
154022,1,58104,16414,41690
154059,1,3207,1420,1787
154095,1,12159,5030,7129
154101,1,1233,532,701
154110,1,5201,2080,3121
154129,1,1628,716,912
154156,1,1763,814,949
154165,1,63,1,62
154174,1,2135,1286,849
154208,1,141,4,137
154235,1,3607,1456,2151
154262,1,184,28,156
154332,1,47,2,45
154341,1,64,5,59
154350,1,1773,768,1005
154378,1,3225,1302,1923
154396,1,1573,645,928
154448,1,190,7,183
154457,1,54,0,54
154466,1,68,1,67
154493,1,5304,2048,3256
154518,1,1150,700,450
154527,1,1714,812,902
154536,1,139,63,76
154545,1,46,7,39
154572,1,6331,2669,3662
154590,1,1875,910,965
154642,1,2852,1007,1845
154688,1,3076,1237,1839
154697,1,5210,2713,2497
154712,1,2177,1037,1140
154721,1,665,396,269
154749,1,482,237,245
154767,1,486,78,408
154776,1,508,127,381
154794,1,88,31,57
154800,1,9142,3814,5328
154837,1,337,173,164
154855,1,1037,533,504
154907,1,2318,884,1434
154925,1,1866,937,929
154934,1,1402,497,905
154952,1,3888,1504,2384
154970,1,111,10,101
154998,1,1785,888,897
155007,1,474,145,329
155025,1,6033,2235,3798
155052,1,834,450,384
155061,1,13441,5469,7972
155070,1,260,133,127
155089,1,2178,913,1265
155098,1,1931,951,980
155104,1,1997,916,1081
155140,1,742,371,371
155159,1,77,2,75
155177,1,445,188,257
155186,1,3226,1387,1839
155195,1,6127,2815,3312
155201,1,1031,468,563
155210,1,19672,9157,10515
155283,1,783,112,671
155292,1,6570,2587,3983
155317,1,26968,13137,13831
155335,1,3736,1281,2455
155353,1,40,32,8
155399,1,24581,12459,12122
155414,1,729,337,392
155423,1,1162,679,483
155441,1,37,4,33
155450,1,1959,653,1306
155487,1,825,356,469
155496,1,327,181,146
155511,1,656,382,274
155520,1,1907,671,1236
155566,1,2667,967,1700
155593,1,844,510,334
155618,1,626,388,238
155627,1,558,313,245
155636,1,356,98,258
155681,1,7400,3656,3744
155715,1,1541,617,924
155812,1,1325,461,864
155830,1,447,305,142
155858,1,1857,760,1097
155867,1,48,4,44
155900,1,1661,903,758
155937,1,690,376,314
155973,1,736,386,350
156082,1,6973,2849,4124
156107,1,2934,1361,1573
156125,1,14386,6882,7504
156134,1,967,517,450
156189,1,631,289,342
156213,1,1797,672,1125
156222,1,1440,941,499
156231,1,3359,1453,1906
156277,1,93,9,84
156286,1,3419,1196,2223
156295,1,1623,695,928
156310,1,372,6,366
156338,1,4758,2090,2668
156356,1,949,265,684
156365,1,3520,1440,2080
156392,1,12365,5072,7293
156408,1,1381,678,703
156417,1,152,120,32
156426,1,278,14,264
156444,1,29,1,28
156471,1,847,99,748
156541,1,4924,1814,3110
156620,1,16111,6949,9162
156648,1,6929,2942,3987
156727,1,1427,66,1361
156745,1,1399,554,845
156754,1,74,1,73
156790,1,3790,1740,2050
156842,1,247,17,230
156851,1,2036,778,1258
156860,1,3609,1218,2391
156903,1,86,22,64
156921,1,13498,5587,7911
156949,1,26,2,24
156967,1,132,7,125
157021,1,1282,296,986
157030,1,79,42,37
157058,1,2533,1040,1493
157076,1,657,340,317
157085,1,28435,13569,14866
157100,1,594,332,262
157207,1,84,35,49
157216,1,2644,1009,1635
157270,1,381,276,105
157289,1,21444,10338,11106
157298,1,199,76,123
157304,1,4522,2249,2273
157331,1,3595,1347,2248
157359,1,2251,789,1462
157377,1,1351,281,1070
157386,1,11358,4447,6911
157401,1,10943,4464,6479
157438,1,4646,2187,2459
157447,1,15263,6713,8550
157456,1,18,0,18
157465,1,122,11,111
157483,1,7104,3072,4032
157508,1,73,3,70
157535,1,2205,1059,1146
157553,1,4715,2491,2224
157599,1,1420,343,1077
157614,1,107,6,101
157632,1,767,275,492
157650,1,168,9,159
157669,1,123,7,116
157678,1,165,9,156
157696,1,443,113,330
157711,1,7504,2975,4529
157739,1,5221,2887,2334
157748,1,3226,2668,558
157757,1,2367,631,1736
157766,1,533,73,460
157793,1,5017,2019,2998
157809,1,1600,774,826
157818,1,1082,463,619
157827,1,95,12,83
157863,1,1164,546,618
157951,1,20448,8559,11889
158088,1,2242,1286,956
158158,1,85,29,56
158246,1,267,109,158
158325,1,56,3,53
158334,1,22,3,19
158343,1,81,40,41
158352,1,2324,1434,890
158431,1,8464,3050,5414
158440,1,23,4,19
158477,1,661,287,374
158538,1,51,2,49
158617,1,469,198,271
158644,1,63,3,60
158662,1,18698,6379,12319
158723,1,199,26,173
158778,1,58,1,57
158787,1,91,1,90
158802,1,1183,343,840
158884,1,2506,857,1649
159009,1,5071,1896,3175
159027,1,62,4,58
159197,1,630,529,101
159319,1,36,1,35
159328,1,76,3,73
159373,1,2829,919,1910
159382,1,2229,670,1559
159391,1,30478,14793,15685
159407,1,2673,804,1869
159416,1,4114,1628,2486
159443,1,2832,1386,1446
159513,1,226,19,207
159522,1,116,10,106
159531,1,42,1,41
159568,1,1400,686,714
159601,1,14,0,14
159647,1,11015,5591,5424
159656,1,4686,1797,2889
159717,1,8341,3152,5189
159939,1,9323,4483,4840
159948,1,2638,1971,667
159966,1,6532,2389,4143
159993,1,8645,3208,5437
160010,1,2694,1576,1118
160029,1,184,147,37
160038,1,8944,2749,6195
160065,1,1112,191,921
160074,1,1703,277,1426
160117,1,25,2,23
160126,1,28,0,28
160135,1,28,0,28
160199,1,75,3,72
160320,1,1707,110,1597
160409,1,133,133,0
160445,1,107,1,106
160472,1,41,1,40
160481,1,1968,698,1270
160524,1,326,58,268
160579,1,3225,1871,1354
160597,1,116,39,77
160612,1,14934,5748,9186
160621,1,6777,2403,4374
160630,1,2292,544,1748
160649,1,3018,867,2151
160658,1,16646,7435,9211
160667,1,3151,1610,1541
160755,1,12938,5631,7307
160904,1,3121,898,2223
160913,1,2410,1608,802
160940,1,1017,232,785
160959,1,370,120,250
160977,1,1791,890,901
160995,1,464,157,307
161004,1,1795,902,893
161022,1,225,26,199
161077,1,3109,1462,1647
161086,1,1820,874,946
161138,1,2558,1262,1296
161165,1,3049,1218,1831
161192,1,2263,757,1506
161208,1,83,78,5
161217,1,4770,1365,3405
161226,1,2061,672,1389
161235,1,1209,353,856
161244,1,892,268,624
161253,1,11247,5475,5772
161299,1,1018,876,142
161341,1,1263,463,800
161457,1,6032,1686,4346
161484,1,1086,492,594
161493,1,314,16,298
161509,1,409,121,288
161518,1,1614,489,1125
161527,1,245,16,229
161545,1,7157,3755,3402
161554,1,8923,3629,5294
161563,1,1522,707,815
161572,1,553,272,281
161581,1,463,218,245
161615,1,39,3,36
161651,1,40,0,40
161688,1,3191,1062,2129
161767,1,16463,6679,9784
161776,1,360,100,260
161800,1,170,5,165
161855,1,72,3,69
161864,1,5394,1722,3672
161873,1,6518,2744,3774
162007,1,5561,2026,3535
162061,1,843,672,171
162104,1,2604,979,1625
162122,1,8781,3382,5399
162168,1,2563,935,1628
162210,1,1185,399,786
162283,1,3383,865,2518
162335,1,67,5,62
162371,1,545,534,11
162557,1,6050,2614,3436
162584,1,5473,2704,2769
162609,1,769,402,367
162654,1,2111,644,1467
162681,1,893,194,699
162690,1,4905,1845,3060
162706,1,6992,2912,4080
162760,1,2392,826,1566
162779,1,9969,4398,5571
162830,1,55,2,53
162928,1,20918,10230,10688
162982,1,46,18,28
163028,1,693,632,61
163046,1,5977,2283,3694
163107,1,30,1,29
163204,1,39557,19544,20013
163259,1,6284,1816,4468
163268,1,13908,7490,6418
163286,1,37272,19712,17560
163295,1,2273,664,1609
163338,1,4220,1831,2389
163347,1,748,66,682
163408,1,134,3,131
163426,1,26155,12288,13867
163453,1,7546,3318,4228
163462,1,2240,1076,1164
163532,1,523,523,0
163541,1,374,3,371
163578,1,2877,367,2510
163657,1,13825,5298,8527
163736,1,683,215,468
163754,1,29,1,28
163815,1,101,7,94
163851,1,8643,3647,4996
163912,1,1858,751,1107
163921,1,1080,123,957
163976,1,490,275,215
164058,1,462,253,209
164076,1,22499,8572,13927
164085,1,591,79,512
164100,1,193,36,157
164155,1,4526,3550,976
164173,1,4404,1482,2922
164216,1,1512,645,867
164270,1,3229,1157,2072
164313,1,3416,1249,2167
164368,1,641,440,201
164438,1,1145,345,800
164447,1,3657,1117,2540
164465,1,1785,900,885
164474,1,272,96,176
164492,1,1540,716,824
164535,1,46,4,42
164562,1,2756,1009,1747
164580,1,3343,1992,1351
164599,1,66,15,51
164614,1,96,55,41
164632,1,2357,105,2252
164641,1,1204,334,870
164678,1,200,196,4
164720,1,1902,820,1082
164739,1,5658,3255,2403
164748,1,4519,3121,1398
164775,1,2400,921,1479
164845,1,241,19,222
164872,1,1037,564,473
164915,1,147,45,102
164924,1,14309,6500,7809
164933,1,774,308,466
164988,1,32411,13628,18783
165015,1,5825,2658,3167
165024,1,11267,4453,6814
165033,1,9335,3627,5708
165060,1,323,30,293
165112,1,14023,6097,7926
165167,1,3114,880,2234
165194,1,4051,1559,2492
165255,1,171,0,171
165264,1,698,75,623
165334,1,3551,1508,2043
165495,1,16,6,10
165529,1,3074,1154,1920
165556,1,331,111,220
165574,1,1300,689,611
165608,1,80,11,69
165635,1,247,233,14
165644,1,1478,383,1095
165662,1,4561,1604,2957
165671,1,2436,630,1806
165699,1,5029,1613,3416
165705,1,70,24,46
165750,1,105,49,56
165802,1,1930,504,1426
165820,1,6680,2431,4249
165866,1,6429,2036,4393
165884,1,482,434,48
165936,1,2073,721,1352
165945,1,2137,1512,625
165981,1,2240,892,1348
166009,1,69,21,48
166018,1,1492,646,846
166027,1,28297,14478,13819
166045,1,188,64,124
166054,1,208,154,54
166063,1,30,0,30
166124,1,2912,1449,1463
166133,1,6740,2673,4067
166276,1,71,10,61
166294,1,46,2,44
166319,1,44,1,43
166328,1,102,1,101
166391,1,2081,726,1355
166407,1,302,37,265
166452,1,5195,929,4266
166489,1,265,105,160
166498,1,102,7,95
166513,1,16932,10017,6915
166586,1,38,2,36
166595,1,60,6,54
166601,1,266,73,193
166629,1,28518,14467,14051
166638,1,16277,6664,9613
166647,1,5377,2464,2913
166656,1,6548,2203,4345
166674,1,2264,697,1567
166683,1,11301,7139,4162
166692,1,1476,1296,180
166708,1,1161,465,696
166717,1,652,138,514
166805,1,91,81,10
166823,1,8272,3581,4691
166850,1,3067,1478,1589
166869,1,1096,184,912
166887,1,9702,4211,5491
166911,1,392,106,286
166939,1,2251,12,2239
166948,1,1288,442,846
166957,1,4734,1671,3063
166975,1,210,57,153
166984,1,651,181,470
167020,1,369,44,325
167039,1,27,2,25
167057,1,813,430,383
167093,1,502,137,365
167181,1,179,42,137
167215,1,964,408,556
167224,1,66,20,46
167251,1,962,426,536
167260,1,1459,854,605
167288,1,1716,684,1032
167297,1,161,110,51
167312,1,7750,3071,4679
167321,1,779,508,271
167358,1,20053,10092,9961
167376,1,7352,2817,4535
167394,1,1678,382,1296
167455,1,346,55,291
167464,1,57,57,0
167525,1,4576,1474,3102
167534,1,8582,3672,4910
167598,1,2069,388,1681
167631,1,2437,804,1633
167677,1,192,140,52
167729,1,9301,3437,5864
167738,1,699,117,582
167783,1,4655,384,4271
167792,1,350,148,202
167835,1,3033,68,2965
167871,1,112,20,92
167899,1,3255,1414,1841
167905,1,6792,2843,3949
167987,1,9053,4638,4415
167996,1,2481,949,1532
168005,1,8675,3854,4821
168032,1,37,2,35
168148,1,10872,4945,5927
168218,1,2474,50,2424
168227,1,4179,3395,784
168254,1,3800,2113,1687
168263,1,6371,2979,3392
168281,1,1654,574,1080
168290,1,1378,155,1223
168342,1,2150,1042,1108
168421,1,6296,4359,1937
168430,1,6447,2452,3995
168528,1,1658,853,805
168546,1,1307,664,643
168555,1,35,1,34
168573,1,406,395,11
168591,1,1419,640,779
168607,1,1712,770,942
168740,1,3516,1846,1670
168786,1,2001,751,1250
168838,1,2828,1185,1643
168847,1,4977,1748,3229
168883,1,2305,856,1449
168892,1,41,0,41
169071,1,39,1,38
169080,1,4034,1809,2225
169099,1,306,245,61
169187,1,241,41,200
169220,1,161,39,122
169248,1,26841,11501,15340
169275,1,9683,4039,5644
169284,1,365,31,334
169327,1,546,217,329
169363,1,740,362,378
169424,1,149,61,88
169442,1,1423,739,684
169479,1,9591,3704,5887
169503,1,225,10,215
169521,1,10272,4638,5634
169576,1,76,4,72
169628,1,998,565,433
169655,1,498,465,33
169716,1,5112,2093,3019
169734,1,203,18,185
169761,1,145,8,137
169798,1,23447,9557,13890
169910,1,14707,7017,7690
169947,1,56,52,4
169974,1,1221,471,750
169983,1,1985,1602,383
169992,1,1099,420,679
170000,1,579,275,304
170037,1,2809,1197,1612
170046,1,576,71,505
170055,1,16590,7963,8627
170082,1,24477,9981,14496
170091,1,194,120,74
170240,1,13836,6125,7711
170301,1,3388,1344,2044
170417,1,343,272,71
170444,1,5665,2139,3526
170514,1,84,2,82
170532,1,1458,635,823
170541,1,10192,4971,5221
170550,1,6123,2095,4028
170587,1,1805,665,1140
170611,1,117,2,115
170620,1,4230,1660,2570
170639,1,2435,1209,1226
170657,1,17562,7970,9592
170675,1,4002,2951,1051
170736,1,82,3,79
170790,1,23446,11039,12407
170806,1,4399,1329,3070
170842,1,1960,473,1487
170967,1,1129,451,678
170976,1,43710,22830,20880
171012,1,163,152,11
171100,1,49317,23884,25433
171128,1,6975,5164,1811
171137,1,8748,4554,4194
171146,1,8555,3405,5150
171155,1,4552,1863,2689
171225,1,3777,1617,2160
171234,1,1944,679,1265
171261,1,117,12,105
171298,1,4021,1202,2819
171304,1,4879,2186,2693
171313,1,459,64,395
171322,1,1003,242,761
171395,1,2790,999,1791
171456,1,8918,4038,4880
171465,1,41,2,39
171483,1,4724,2158,2566
171492,1,3194,1797,1397
171535,1,26405,11338,15067
171571,1,20169,8232,11937
171599,1,1133,649,484
171775,1,82,3,79
171881,1,291,140,151
171988,1,151,11,140
171997,1,270,17,253
172015,1,307,21,286
172033,1,436,278,158
172051,1,10240,4239,6001
172200,1,12385,5595,6790
172264,1,2684,1127,1557
172291,1,4324,1771,2553
172307,1,2802,1156,1646
172325,1,597,384,213
172334,1,3962,1152,2810
172422,1,200,150,50
172440,1,525,225,300
172477,1,2477,1201,1276
172495,1,111,3,108
172608,1,2864,1410,1454
172617,1,12327,5894,6433
172635,1,18119,6067,12052
172644,1,27897,12133,15764
172671,1,1487,624,863
172699,1,24294,11741,12553
172705,1,275,182,93
172802,1,45,3,42
172866,1,149,118,31
172918,1,2845,1489,1356
172927,1,136,66,70
172954,1,2249,902,1347
172963,1,9320,3629,5691
173045,1,3554,1484,2070
173063,1,3308,1503,1805
173115,1,1216,372,844
173124,1,4963,2167,2796
173142,1,579,283,296
173160,1,4340,1590,2750
173179,1,512,315,197
173203,1,4350,1887,2463
173258,1,2045,960,1085
173300,1,2558,972,1586
173328,1,3661,1372,2289
173416,1,3128,1799,1329
173452,1,824,418,406
173461,1,5394,2337,3057
173470,1,33,2,31
173489,1,201,27,174
173559,1,6464,2635,3829
173629,1,983,325,658
173638,1,3231,1329,1902
173647,1,2449,1135,1314
173665,1,4581,1750,2831
173683,1,90,35,55
173708,1,6402,3758,2644
173726,1,37,1,36
173735,1,1376,587,789
173744,1,489,32,457
173799,1,5944,2432,3512
173805,1,1248,673,575
173887,1,1161,486,675
173896,1,705,372,333
173902,1,2039,802,1237
173911,1,3410,1413,1997
173920,1,15426,7210,8216
173939,1,137,1,136
173957,1,195,100,95
173966,1,335,89,246
173984,1,1626,317,1309
173993,1,1425,807,618
174020,1,8510,3731,4779
174066,1,51526,25050,26476
174075,1,2839,1343,1496
174118,1,235,76,159
174127,1,791,283,508
174136,1,9691,4500,5191
174154,1,262,23,239
174190,1,138,2,136
174206,1,101,46,55
174233,1,11241,5905,5336
174251,1,1946,873,1073
174279,1,1037,341,696
174321,1,125,2,123
174358,1,6634,2606,4028
174376,1,7562,3198,4364
174385,1,371,131,240
174394,1,237,132,105
174428,1,9508,4300,5208
174437,1,1305,597,708
174473,1,3792,1654,2138
174491,1,3352,1380,1972
174507,1,904,430,474
174525,1,143,71,72
174534,1,112,3,109
174570,1,1098,296,802
174604,1,315,125,190
174738,1,6057,2322,3735
174747,1,2051,0,2051
174756,1,4946,2318,2628
174765,1,76,1,75
174783,1,16765,7949,8816
174792,1,1979,1924,55
174817,1,5528,1961,3567
174844,1,3125,1370,1755
174862,1,1323,638,685
174899,1,4206,1199,3007
174914,1,10192,5235,4957
174978,1,148,3,145
175005,1,5017,273,4744
175014,1,5485,1285,4200
175041,1,6740,3035,3705
175078,1,6917,2819,4098
175120,1,252,159,93
175139,1,128,38,90
175157,1,711,458,253
175227,1,1071,940,131
175236,1,3766,1731,2035
175263,1,2207,913,1294
175272,1,8782,3340,5442
175281,1,813,399,414
175315,1,10073,4513,5560
175342,1,3848,1285,2563
175421,1,4025,1427,2598
175430,1,532,217,315
175494,1,97,4,93
175519,1,2073,781,1292
175528,1,485,56,429
175573,1,3157,1176,1981
175591,1,51,0,51
175607,1,50,2,48
175616,1,4785,1651,3134
175643,1,2572,1034,1538
175652,1,4364,1852,2512
175698,1,32,21,11
175722,1,40,1,39
175786,1,11893,4352,7541
175810,1,5911,2121,3790
175829,1,5693,2270,3423
175856,1,9134,3204,5930
175883,1,4443,1850,2593
175935,1,3713,1160,2553
175980,1,804,430,374
176008,1,2950,1098,1852
176017,1,19431,8767,10664
176026,1,2268,731,1537
176035,1,2629,475,2154
176044,1,2203,883,1320
176053,1,4921,1964,2957
176062,1,82,1,81
176071,1,10106,4084,6022
176080,1,20161,10406,9755
176169,1,3271,1368,1903
176178,1,7871,3095,4776
176239,1,5170,1949,3221
176318,1,922,358,564
